customer_id,customer_name,customer_type,industry_code,credit_limit,payment_terms,customer_since,status,billing_address,shipping_address,contact_email,contact_phone,account_manager,created_at,updated_at,_loaded_at
213,Blevins-Ballard,SME,AUTO,263214.1999631044,Net 15,2025-08-29,ACTIVE,"Apt. 253 0 Lee Triangle
Gilbertburgh, VIC, 2924","Flat 57 415 Andrew Lane
Smithchester, NT, 2696",huntamanda@example.net,+61 3 7235 2643,Thomas Mitchell,2024-04-07 09:17:49.782574,2025-03-01 04:01:13.969401,2025-09-19 22:51:20.626915
214,"Miller, Bradshaw and Douglas",Enterprise,AUTO,72586.36678373096,Net 30,2023-08-01,ACTIVE,"2/08 Leonard Estate
New Grant, SA, 3004","60 Robert Square
West Larry, WA, 9922",omunoz@example.com,+61 2 1388 7057,Robert Rogers,2023-09-18 23:55:32.885070,2025-01-15 08:04:54.898848,2025-09-19 19:19:31.112366
215,"Nelson, Hoffman and Nelson",Enterprise,TECH,137539.96325049247,Net 15,2023-05-12,ACTIVE,"Suite 415 36 Mark Gully
Stephenshire, ACT, 2982","8 Misty Motorway
South Matthewchester, NT, 2308",penny05@example.com,62984754,Frank Lee,2023-08-19 21:16:27.414501,2025-02-17 06:34:39.998564,2025-09-20 16:17:45.326136
216,Sanchez Ltd,Individual,AUTO,83470.2443949604,COD,2024-12-10,ACTIVE,"Apt. 242 70 Wendy Drive
West Christine, TAS, 7452","579 Leblanc Anchorage
Taylorhaven, NSW, 2199",tthomas@example.com,0470 096 461,Brian Harris,2022-12-06 14:50:28.170470,2025-03-30 01:52:01.828787,2025-09-20 04:58:46.978763
217,Williams Group,Enterprise,TECH,349575.5229949289,Net 15,2023-05-25,ACTIVE,"82 Perez Formation
West Cassiefurt, NT, 0891","Suite 686 50 Robert Centre
Hawkinsburgh, NSW, 2920",yjackson@example.org,(08) 9948 3856,Miss Robin Johnson,2022-12-14 14:09:42.084118,2025-05-30 18:25:44.010668,2025-09-20 04:43:19.557848
218,"Townsend, Smith and Pierce",SME,F&B,315918.46181503654,Net 30,2024-02-19,ACTIVE,"742 Maria Arcade
Christophermouth, NT, 2619","30 Miller Formation
North James, ACT, 7200",pcastaneda@example.com,1668-5867,Misty Evans,2023-01-29 11:21:32.502532,2024-12-21 20:19:08.404296,2025-09-20 07:22:23.997503
219,Woods-Gonzalez,SME,MFG,134046.5821614965,Net 30,2023-12-09,ACTIVE,"2 Reyes Distributor
Garrisontown, VIC, 2682","Suite 607 247 Palmer Green
Hansonside, NT, 2332",anthonystanton@example.org,+61.7.3249.7539,Autumn Craig,2023-02-12 06:52:35.022063,2024-11-15 06:35:34.109413,2025-09-20 11:39:38.237607
220,"Brown, Mack and Pearson",Individual,MFG,131343.21435287618,Net 30,2023-09-06,ACTIVE,"139 Vincent Gardens
Adrianberg, ACT, 0219","1 Crosby Cove
West Derek, WA, 2655",qsmith@example.com,02.3619.9932,John Garcia,2022-12-28 12:47:43.340979,2025-06-08 01:59:37.144715,2025-09-19 21:15:32.878956
221,Gentry and Sons,Individual,HEALTH,20361.816527716343,Net 30,2024-12-07,ACTIVE,"3 Jason Route
St. Cassandra, NSW, 7000","493 Burns Key
Jimmyland, VIC, 2935",stephanie72@example.org,+61 2 3861 5742,Judy Cunningham,2022-10-28 00:35:06.042457,2025-07-02 03:49:17.564925,2025-09-20 07:35:09.593518
222,Osborn Group,SME,RETAIL,39032.83695604444,Net 15,2025-03-26,ACTIVE,"9 Jordan Lane
West Meagan, VIC, 2871","Apt. 079 463 Jenkins Roadway
St. Megan, TAS, 0950",shannonanthony@example.com,08.8378.0371,Henry Harris MD,2025-01-24 13:06:41.002249,2025-04-23 00:40:17.008267,2025-09-20 13:04:34.639791
223,"Hayden, Howe and Mcdowell",Enterprise,HEALTH,36726.13124618979,COD,2023-04-12,ACTIVE,"Level 0 7 Jeremy Front
Jessicaborough, NT, 2681","Unit 87 00 Adkins Avenue
South Darrellberg, NSW, 0913",halepeter@example.net,+61.2.8658.8074,Donald Parsons,2025-05-09 15:37:08.504729,2024-12-14 13:00:49.288182,2025-09-20 03:58:33.226047
224,Hebert LLC,SME,RETAIL,89999.18337923376,COD,2024-06-03,ACTIVE,"8/456 Alexander Front
St. Alexander, NSW, 0845","33 Daniel Villas
Emilyshire, VIC, 2701",csanchez@example.org,+61 2 2046 5456,William Peterson,2025-04-21 23:19:05.015885,2025-07-13 09:13:04.080370,2025-09-20 03:18:18.822027
225,"Warren, Small and Anderson",Enterprise,AUTO,219079.47672860333,Net 15,2025-09-08,ACTIVE,"776 Dawson Heights
Lake Gregoryfort, VIC, 2320","60 Olivia Strip
South Mark, ACT, 2602",wolfelaura@example.net,(08).6363.6381,Brenda Hensley,2023-09-23 10:31:05.886568,2025-08-29 20:34:05.115911,2025-09-20 00:40:05.919546
226,Rivera Ltd,SME,F&B,156464.44663511383,Net 30,2023-07-16,ACTIVE,"5 Kelley Lower
North Ericbury, NSW, 2619","Apt. 931 42 Ross End
East Nicholas, SA, 2282",meganpalmer@example.com,03.2230.4210,Daniel Clark,2025-05-04 03:44:56.636009,2024-10-27 07:38:25.479718,2025-09-19 23:36:40.649622
227,Smith LLC,Individual,AUTO,375012.08260198514,Net 15,2023-06-28,ACTIVE,"0/76 Matthew Copse
South Gabriella, NSW, 4592","171 Martinez Riviera
Leslieview, ACT, 2951",romankevin@example.org,0899820487,Sarah Watts,2023-06-26 16:39:46.181675,2025-08-22 16:44:09.005168,2025-09-20 00:16:26.599262
228,Thompson Ltd,Enterprise,AUTO,126869.7543740856,COD,2024-06-03,ACTIVE,"84 Gutierrez Port
East Justinberg, SA, 2660","1 Adam Villas
Robertmouth, QLD, 0952",heather12@example.com,0437.012.335,Christina Thomas,2023-03-05 19:49:22.459499,2025-04-25 23:21:42.628321,2025-09-19 21:46:20.939055
229,"Murphy, Morales and Davis",Individual,HEALTH,310932.86853844323,Net 30,2025-03-14,ACTIVE,"3 Greer Walkway
West Morgan, NSW, 2672","95 Thomas Mount
Lake Ian, NSW, 2690",paul56@example.net,+61.3.7759.0129,Keith Alvarez,2025-09-02 06:22:46.270562,2025-02-21 02:44:15.416617,2025-09-20 14:08:49.564086
230,Smith Group,Enterprise,F&B,342842.04202837433,COD,2024-02-25,ACTIVE,"986/93 Tara Villas
Dakotaside, QLD, 2920","6 Gamble Boulevard
Perrychester, ACT, 2644",craig65@example.com,03 9201 3370,Carla Moore,2024-10-17 07:29:53.337190,2025-04-22 17:35:54.704391,2025-09-20 14:34:13.265781
231,Turner-Sharp,Individual,F&B,159685.77938082314,COD,2024-12-24,ACTIVE,"Flat 53 2 Clinton Wynd
Elizabethtown, VIC, 2962","77 Roberts Steps
Bethanystad, WA, 2475",gbarnes@example.com,(07)-7408-5074,Emily Jones,2024-09-24 21:02:20.011418,2024-12-01 10:29:27.661830,2025-09-20 14:40:35.638712
232,"Young, Contreras and Marshall",SME,AUTO,354496.2254560502,COD,2024-09-05,ACTIVE,"Level 2 73 Brown Corso
Whiteview, TAS, 2963","799 Benson Strip
Frankville, TAS, 8789",hmejia@example.org,+61 411 392 823,Mandy Allen,2022-12-29 21:57:20.873432,2025-09-11 05:38:10.251832,2025-09-20 05:20:07.701602
233,"Carrillo, Vaughn and Fowler",SME,AUTO,384932.040811686,COD,2024-10-10,ACTIVE,"656/7 Green Outlook
Briannaburgh, NT, 2894","Unit 17 511 Jonathan Triangle
Darrenport, SA, 2974",taylorsharon@example.org,+61-8-4938-2683,Tammy Williams,2023-07-17 03:40:46.388162,2025-05-09 02:48:13.075839,2025-09-19 19:25:41.224585
234,Robinson and Sons,Individual,RETAIL,292950.147486843,Prepaid,2023-10-27,ACTIVE,"462 Smith Mall
Port Mark, TAS, 2619","Unit 13 17 Davis Access
Moralesmouth, SA, 2940",boyddiane@example.net,3800.3383,Paula Esparza,2025-05-26 16:37:30.922959,2025-02-09 05:42:42.900272,2025-09-19 23:27:34.537037
235,"Brooks, Miles and Durham",Enterprise,RETAIL,308553.53600381955,Net 15,2024-01-31,ACTIVE,"27 Dawson Crossway
Lake Jacqueline, WA, 6344","Apt. 340 176 Steven Line
South Debraton, NSW, 2527",connie93@example.com,0873614047,Kayla Young,2023-08-28 11:38:41.907678,2024-12-21 09:52:46.982570,2025-09-19 19:47:05.972545
236,Gill Ltd,Enterprise,RETAIL,362776.5605961968,Net 30,2025-02-14,ACTIVE,"914 Melton Stairs
Rachelburgh, NT, 2664","817 Anthony Expressway
Theodorefurt, TAS, 2604",lhenry@example.org,+61.461.945.615,Timothy Taylor,2023-10-18 03:54:00.399017,2024-10-09 13:06:16.317418,2025-09-20 05:28:14.285683
237,Fox PLC,Individual,RETAIL,235025.92841578418,Prepaid,2025-05-03,ACTIVE,"Apt. 457 9 Hodge Corner
Darrenhaven, SA, 2270","915 Foley Wynd
Sharpmouth, NT, 2921",uwhite@example.com,0418-110-699,Mr. Thomas Gomez,2025-05-05 00:04:00.327539,2024-11-14 05:28:02.461778,2025-09-19 23:24:00.159803
238,"Rodriguez, Poole and Leach",Enterprise,HEALTH,20367.96424501264,Prepaid,2022-12-14,ACTIVE,"9 Clayton Parklands
South James, NT, 2294","Level 3 24 Mary Fairway
Stewartport, VIC, 2602",michaelfisher@example.com,(03)-9223-1978,Rachel Lynch,2024-04-30 12:09:58.378390,2024-11-17 01:26:47.090934,2025-09-20 03:38:39.789564
239,Murphy PLC,Enterprise,AUTO,341720.10732765024,Net 30,2024-04-30,ACTIVE,"6 Ross Trunkway
Smithborough, VIC, 0932","306 Martinez Broadway
Port Samanthaview, VIC, 2238",dawsonruth@example.org,0458.932.010,Jeffrey Green,2023-12-10 05:38:59.692607,2025-07-14 10:45:07.795956,2025-09-20 00:29:05.139585
240,"Aguilar, Davis and Dixon",Enterprise,F&B,281828.9822114868,COD,2024-10-04,ACTIVE,"112 Anthony Block
Wesleyview, NT, 2984","5 John Terrace
Myersberg, NSW, 2920",michaelsummers@example.net,+61.489.810.723,William Snyder,2024-11-30 03:58:12.214018,2025-03-26 16:41:47.798536,2025-09-20 04:39:06.822165
241,"Perry, Elliott and Hansen",SME,HEALTH,231257.75700676398,Prepaid,2024-01-29,ACTIVE,"679 Johnson Quadrangle
Port Victor, NSW, 2676","Level 5 316 Carpenter Glade
Port Arthurmouth, SA, 2513",amanda86@example.org,03 7478 3019,Jenna Porter,2024-03-29 13:47:39.574169,2024-12-21 10:55:18.922323,2025-09-19 20:43:31.145928
242,Foster Inc,Individual,AUTO,25961.612593521553,Prepaid,2023-08-23,ACTIVE,"Level 9 69 Andrew Key
Ramirezton, NSW, 2662","463 Katherine Amble
Danielston, WA, 4695",qchambers@example.net,(07)-1088-3444,Jessica Walker,2024-04-02 20:41:46.292048,2024-10-31 05:48:29.015092,2025-09-20 16:30:53.945044
243,Henderson Ltd,Individual,AUTO,355543.3840015367,Net 15,2024-06-14,ACTIVE,"Flat 93 00 Daniel Ground
Peterfort, TAS, 8080","Apt. 188 041 Walters Formation
Tracyfort, QLD, 2694",karenfuentes@example.org,07 3742 4941,Lee Baker Jr.,2025-02-20 10:27:24.956943,2025-08-19 03:18:11.129178,2025-09-19 20:59:49.158016
244,Andersen Group,Individual,MFG,103083.8726649866,COD,2025-09-13,ACTIVE,"41 Juan Footway
East Michael, VIC, 3513","3/97 Clayton Motorway
Ericstad, QLD, 2375",stephanie29@example.net,+61784770239,Thomas Soto,2025-04-22 15:26:32.875756,2024-11-12 14:44:03.068455,2025-09-20 06:21:54.773277
245,Cannon Ltd,Individual,MFG,358240.23270119884,Prepaid,2023-12-12,ACTIVE,"1 Robertson Driveway
Collinsmouth, TAS, 3030","Apt. 937 118 Howell Ridge
Adamstown, TAS, 2649",nfernandez@example.org,03 1091 5719,Ashley Velez,2022-10-18 19:17:16.304946,2025-03-04 01:58:38.633257,2025-09-20 13:07:08.594536
246,West-Stark,Individual,MFG,292939.938167117,Net 15,2023-12-24,ACTIVE,"85 Campbell Circuit
Randallmouth, SA, 2119","095/92 Alyssa Park
Port Raymond, ACT, 2993",vazquezaaron@example.net,0439.7923,Eric Washington,2024-10-07 20:48:34.716861,2024-12-05 06:42:49.291151,2025-09-20 06:20:29.771300
247,"Baxter, Anderson and Dalton",SME,AUTO,294237.6122414526,Net 15,2022-12-16,ACTIVE,"16 Timothy Circle
Davisstad, VIC, 2608","Flat 61 954 Lisa Trailer
Thompsonfort, ACT, 3806",jefferyaguilar@example.net,(02)-0242-5059,Alexander Johnson,2025-07-04 04:13:58.592014,2024-10-30 20:01:10.591231,2025-09-20 14:48:10.352491
248,Rice-Luna,SME,TECH,186989.87010661088,Net 30,2025-09-12,ACTIVE,"997 Gonzales Riverway
South Ernest, NSW, 2910","217 Morrison Ride
West Jason, NSW, 2655",alecsmith@example.org,+61.463.106.268,Melissa Mueller,2024-10-19 20:58:18.304214,2024-10-15 04:18:17.261862,2025-09-20 07:41:11.489709
249,Good Group,SME,RETAIL,162137.53328950924,COD,2022-09-23,ACTIVE,"83 Lopez Interchange
Lake Robertmouth, NT, 4535","2/03 Hahn Motorway
Port Gregorymouth, NSW, 2713",wrightsarah@example.com,(07)-1877-6896,Donald Smith,2023-03-11 05:50:44.039830,2025-03-30 03:04:28.946156,2025-09-19 19:09:27.019571
250,"Gray, Hall and Murray",Individual,MFG,124371.65552716966,Net 15,2024-05-08,ACTIVE,"9 Justin Line
Hopkinsville, WA, 2915","73 James Spur
Hallfort, SA, 2651",angela90@example.org,7687.2962,Dana Rivera,2022-10-21 09:25:33.638430,2025-05-02 23:41:25.767235,2025-09-20 05:48:24.466394
251,"Cannon, Johnson and Keller",Individual,MFG,250578.965705753,Prepaid,2023-04-14,ACTIVE,"5 Hickman Motorway
Jacobsborough, ACT, 2660","942 Scott Estate
Greenstad, WA, 2399",bobby56@example.com,4297 5810,Whitney Murray,2024-10-30 23:50:59.575886,2025-03-01 23:06:43.345935,2025-09-19 22:10:38.277849
252,Allen Inc,Enterprise,AUTO,7854.657080054423,Net 15,2025-07-12,ACTIVE,"Unit 27 766 Jonathan Bridge
Lisaton, NT, 2942","05 Elizabeth Ground
North Michelle, TAS, 2968",hernandezmichael@example.net,4100.8259,James Smith,2023-01-18 19:17:11.801473,2025-06-18 12:35:14.185989,2025-09-20 09:34:00.956789
253,"Powers, Brennan and Sanchez",SME,MFG,26533.342400127265,Net 15,2022-10-26,ACTIVE,"13/873 Amanda Right Of Way
Martineztown, WA, 2688","Unit 64 2 Clark Riviera
Shawnbury, NSW, 2601",vjohnson@example.net,+61-423-065-117,Anthony Townsend,2024-12-09 11:02:58.405460,2025-06-01 03:36:36.166219,2025-09-20 15:08:44.784333
254,"Robinson, Shields and Brown",Individual,HEALTH,393575.05966451333,COD,2024-01-14,ACTIVE,"7/11 Taylor Common
Delgadofurt, QLD, 1900","351 Donna Service Way
South Dianaton, NSW, 2075",bishopcheryl@example.org,+61-3-5152-8800,Robert Mcpherson,2024-03-24 00:31:09.170476,2024-11-26 07:07:50.108168,2025-09-19 23:33:33.018936
255,"Johnston, Ray and Barton",SME,RETAIL,290241.97529246926,Net 15,2023-08-03,ACTIVE,"102 Taylor Gap
Tracyton, TAS, 2917","Apt. 246 4 Dawson Circle
South Donald, NT, 2653",kmoss@example.org,(08)-0546-9050,Heidi Alexander,2023-10-30 09:43:36.039600,2025-07-05 18:31:56.872611,2025-09-19 22:45:34.731797
256,Odom PLC,Enterprise,TECH,261809.7784428103,Net 30,2023-06-06,ACTIVE,"6 Erica Riviera
Rodriguezstad, VIC, 2966","7 Alexandra Grange
Brownshire, SA, 2679",peter69@example.org,0449 517 042,Anne Webb,2023-08-08 08:57:16.283647,2024-10-26 12:31:22.326746,2025-09-20 03:34:05.023530
257,Hawkins PLC,SME,RETAIL,274909.49723794305,Net 15,2023-08-15,ACTIVE,"40/9 Warren Esplanade
New Kimberly, ACT, 2095","08 Hoffman Outlook
St. Christine, NSW, 2681",blackjames@example.net,4730-8788,Abigail Gilbert,2024-12-09 07:24:56.769576,2025-05-19 14:38:14.043452,2025-09-19 22:31:57.249270
258,"Shelton, Peters and Williams",SME,F&B,112263.54456724961,Net 30,2025-06-15,ACTIVE,"26 Gonzalez Part
West David, NSW, 6143","608 Christina Roadside
St. Carlos, NSW, 0831",hibarra@example.net,+61.7.2632.2844,Kara Alexander,2023-07-21 01:43:43.259683,2025-01-23 07:30:03.268464,2025-09-20 17:43:44.400556
259,Floyd-Flores,Individual,MFG,64026.68189826452,COD,2024-08-25,ACTIVE,"Apt. 547 3 Williams Circus
Trevorshire, NSW, 2450","Level 9 8 Amber Dell
Littlemouth, QLD, 4113",omarortiz@example.com,33358021,Angela Becker,2023-01-01 20:27:47.566019,2025-09-02 00:04:23.507754,2025-09-20 07:33:26.075956
260,White-Medina,Enterprise,RETAIL,330128.3493069677,Net 30,2023-03-02,ACTIVE,"626 Anthony Avenue
Port Michael, QLD, 2775","Apt. 494 24 Edwards Artery
Chasetown, ACT, 2943",gutierrezjames@example.com,3770-0233,Omar Roberts,2023-04-30 08:04:48.452588,2025-09-16 10:00:56.979260,2025-09-20 18:30:56.344133
261,"Thomas, Ford and Brown",Individual,AUTO,390628.40661152476,Prepaid,2023-05-24,ACTIVE,"548 Michael Causeway
East Justin, VIC, 2919","Suite 348 1 Kimberly Artery
South Zachary, TAS, 2228",dmcclure@example.net,(03).3506.2741,Nicole Fisher,2023-02-27 05:42:31.796796,2025-04-22 08:56:04.450092,2025-09-20 03:25:28.882146
262,"Anderson, Sanchez and Harris",Enterprise,HEALTH,292002.000378018,Prepaid,2023-12-20,ACTIVE,"38/64 Lisa Approach
East Sherri, WA, 2626","9/2 Robertson Underpass
Jeffreyland, TAS, 2604",mflores@example.com,(08)08832860,David Davidson,2025-01-07 17:18:36.961888,2025-09-17 07:42:56.634960,2025-09-20 02:19:04.951773
263,Davis-Hardy,Individual,AUTO,377388.83910082653,Prepaid,2025-06-26,ACTIVE,"Suite 824 85 Garrison Roads
St. Elizabeth, SA, 1002","Unit 30 06 Butler Point
Port Jasonbury, NSW, 2591",sarah26@example.net,(02) 6143 5434,Kelly Young,2023-01-16 16:41:31.995501,2025-04-30 08:06:11.587632,2025-09-20 12:45:14.165154
264,"Jacobs, Williams and Jones",Enterprise,TECH,272823.7695668944,Prepaid,2023-07-11,ACTIVE,"Apt. 146 519 Anita Gully
Jaredberg, WA, 2619","955 Anthony Expressway
Harrisville, QLD, 2703",howardjoseph@example.net,0418.924.557,Sandy Rasmussen,2023-02-07 21:39:07.968505,2025-06-05 01:55:41.007487,2025-09-20 06:47:28.343284
265,"Hansen, Mendoza and Booth",Enterprise,AUTO,360093.5719172772,Prepaid,2024-06-24,ACTIVE,"0 Vanessa Glen
Kirkborough, VIC, 7301","Flat 70 793 Robert Reach
North Paula, SA, 2978",ibuckley@example.net,(08)-4333-0403,Jesse Allison,2023-05-07 22:49:26.963184,2025-06-27 18:35:14.930662,2025-09-20 12:03:40.582803
266,Lewis and Sons,SME,F&B,363709.85203854745,Prepaid,2025-08-03,ACTIVE,"0 Alicia Roadside
East Angela, NSW, 1480","21 White Footway
Beltranport, NT, 2936",powersjoseph@example.net,5818-1585,Kristen Perry,2023-08-19 00:06:42.206561,2025-08-07 20:16:48.490469,2025-09-19 19:04:35.800622
267,Rocha-Dominguez,SME,RETAIL,171465.29564145088,Net 30,2023-01-26,ACTIVE,"41 Stephens Roadway
North Christy, QLD, 2243","Unit 25 06 Davenport River
Lake Jenniferbury, VIC, 2619",jonathancollier@example.com,0706292580,Patricia Mcdaniel,2024-05-25 02:50:42.822751,2024-12-14 23:58:58.786402,2025-09-20 06:12:58.484615
268,Arnold LLC,Enterprise,F&B,336689.22007221065,Prepaid,2023-11-28,ACTIVE,"13/62 William Byway
West Emily, VIC, 8159","720 Woods State Highway
South Leemouth, ACT, 4199",cjohnson@example.net,+61 494 919 437,Tammy Cross,2023-12-09 22:48:25.170146,2024-10-12 14:26:42.795476,2025-09-20 11:13:45.709643
269,Parker-Ward,SME,RETAIL,322980.0080502164,Prepaid,2024-04-26,ACTIVE,"Level 7 531 Benjamin Highway
South Alan, VIC, 2920","Level 5 57 Madison Park
Kellyburgh, ACT, 2944",vmorgan@example.org,03.3129.3865,Brendan Craig MD,2023-05-29 22:55:58.713772,2024-10-28 05:13:52.815979,2025-09-20 05:51:16.327729
270,"Harrison, Franco and Rocha",SME,TECH,41263.20982646172,Net 30,2024-02-12,ACTIVE,"Level 2 891 Taylor Mews
St. Yolanda, TAS, 2016","Flat 55 74 Anne Crossroad
East Jessicafort, TAS, 7930",russell44@example.net,(08).8502.2080,Cody Schroeder,2023-12-28 19:55:43.462916,2025-02-09 03:38:10.764750,2025-09-20 14:30:17.609905
271,"Shields, Figueroa and Smith",Individual,F&B,375522.1771966228,Prepaid,2023-12-17,ACTIVE,"1/7 Sanders Common
Port Sara, VIC, 4850","414 Michael Run
Port Crystaltown, NSW, 2746",stephensstephanie@example.net,(03)84792795,Michael Peterson,2022-10-27 09:34:11.711813,2025-03-02 06:50:53.668839,2025-09-19 21:12:16.345807
272,"Butler, Hernandez and Rivera",Individual,F&B,45750.44290454206,Prepaid,2024-06-21,ACTIVE,"Suite 762 2 Ronald Nook
Robertsonhaven, ACT, 5376","Level 0 004 Andrew Track
Scottstad, SA, 0876",lramos@example.net,3246.5183,Sandra Poole,2024-07-18 15:01:31.957052,2024-11-23 22:26:00.862021,2025-09-19 22:00:41.669847
273,Pierce-Harding,SME,F&B,354435.4041449581,Net 30,2025-03-21,ACTIVE,"228/9 Steven Riverway
Lake Ariana, NSW, 2625","5/560 Holder Ride
New Randy, NT, 2947",michelle13@example.net,+61.459.146.120,Matthew Gray,2023-10-28 19:52:50.619691,2025-03-29 12:42:25.607455,2025-09-20 12:40:46.970864
274,Levy-May,SME,F&B,85798.71207580993,Prepaid,2025-01-03,ACTIVE,"7/659 James Arcade
Lake Susan, ACT, 2940","380 Morrison Upper
East Vanessaville, NT, 2565",morajames@example.com,40798340,Darlene Paul,2025-06-26 01:54:42.839077,2025-08-31 17:35:06.793955,2025-09-19 19:17:19.545712
275,Jackson-Cortez,Enterprise,AUTO,380845.17584703973,Net 15,2023-03-23,ACTIVE,"Flat 71 57 Ashley Corner
Michellestad, NSW, 4871","Apt. 815 5 Kyle Circlet
Shelbymouth, NSW, 2920",gonzalesjoshua@example.net,7716 0108,Aaron Oconnor,2023-10-02 08:51:39.958643,2025-06-30 06:47:34.104127,2025-09-20 08:18:29.261780
276,"Mooney, Bernard and Warren",Individual,TECH,41622.28234787715,Net 15,2025-06-20,ACTIVE,"00/5 Adam Ronde
New Joseph, NT, 8787","6 Castillo Plateau
Humphreyville, ACT, 2682",evansgary@example.org,0273499632,Tara Martin,2025-09-09 17:58:25.214279,2025-03-25 20:12:23.028554,2025-09-19 19:36:19.806971
277,"Williams, Smith and Taylor",SME,F&B,383462.15163355146,COD,2022-12-10,ACTIVE,"Apt. 302 3 David Turn
Lake Cynthia, NSW, 3607","7 Ruiz Crest
Kylefurt, NSW, 0284",joshuahanson@example.net,55339753,James Smith,2024-05-30 15:08:31.556412,2025-05-13 21:34:38.585102,2025-09-20 01:24:27.238176
278,Smith PLC,Individual,F&B,80002.22856627435,Net 15,2022-12-03,ACTIVE,"0 Stanley Roadway
Edwardburgh, NT, 2683","96/58 John Gate
South Jacobland, NSW, 2697",jason28@example.net,75286122,Katherine Jensen,2025-05-14 21:06:47.895812,2025-04-03 15:16:43.836660,2025-09-20 17:05:10.729018
279,"Estrada, Jensen and Webb",Individual,AUTO,300769.35641806555,Net 30,2022-11-25,ACTIVE,"806 Olivia Amble
Fowlertown, NT, 2726","Level 7 9 Kimberly Part
Tiffanyland, SA, 2938",wallslance@example.com,(02) 0025 9375,Jennifer Miller,2025-09-10 05:24:08.027686,2024-10-04 03:36:07.108975,2025-09-20 15:56:43.966905
280,"Jenkins, Smith and Bowen",Individual,AUTO,10755.186449420255,Net 30,2022-09-27,ACTIVE,"97 Allen Underpass
Virginiamouth, WA, 2444","946 Rosales Rest
Pennybury, NT, 2928",ethompson@example.net,0418-350-022,Michelle Cummings,2024-08-14 12:34:00.578073,2024-12-17 20:37:31.157202,2025-09-20 04:13:49.069259
281,"Li, Craig and Drake",Enterprise,HEALTH,81229.24340145376,COD,2023-07-31,ACTIVE,"74/687 Michael Gardens
Shelbybury, SA, 2951","7 Timothy Steps
Barnesview, WA, 2677",mmcdaniel@example.com,0474-089-757,Scott Miles,2024-07-05 12:53:32.513726,2025-07-30 22:14:13.470728,2025-09-20 07:45:23.976043
282,Warren and Sons,Individual,AUTO,202250.5984528461,Net 15,2023-01-15,ACTIVE,"88/6 Pennington Quadrant
New William, SA, 9358","Unit 42 19 Melissa Parkway
Port Davidside, WA, 2937",lmcintosh@example.org,0442 351 802,Cassandra Powell,2023-09-16 19:47:48.010856,2024-12-13 03:15:55.203052,2025-09-19 20:35:55.175608
283,Adams-Sanders,SME,TECH,5902.48027022012,Net 30,2024-04-18,ACTIVE,"73 Irwin Garden
Johntown, WA, 2915","66/919 Carolyn Junction
Port Mary, NT, 2959",ealvarado@example.org,+61-7-2149-2884,Kayla Smith,2025-02-23 05:05:07.003600,2025-04-17 08:03:17.030992,2025-09-19 21:00:36.932994
284,"Sanchez, Terry and Evans",Enterprise,AUTO,116786.62089167445,Net 15,2023-12-09,ACTIVE,"9 Sanchez Walkway
Wiseside, QLD, 2743","69 Bruce Amble
Robertmouth, TAS, 5105",brandonguerrero@example.org,6344.7792,Peter Wiggins,2023-04-10 21:50:51.041879,2025-08-19 07:33:45.767414,2025-09-20 07:32:33.107100
285,"Malone, Davis and Gray",Individual,RETAIL,220261.1027615335,COD,2022-12-17,ACTIVE,"Apt. 504 05 Caitlin Range
Richardburgh, ACT, 2273","9 Washington State Highway
Melissamouth, WA, 2911",kevinfrank@example.com,+61893920551,Sandra Cannon,2023-12-16 10:47:59.560576,2025-07-04 21:01:05.476542,2025-09-19 20:06:45.186190
286,Warner Inc,Individual,MFG,305850.36574395554,Net 30,2022-11-20,ACTIVE,"3 Heidi Park
St. Rebecca, TAS, 2850","77 Dennis Junction
East Michaelport, SA, 0840",srios@example.org,(08)04533043,Benjamin Rodriguez,2025-05-06 08:52:55.740365,2025-04-09 01:13:11.605070,2025-09-20 03:44:25.849210
287,Knight-Hodge,Individual,HEALTH,378137.4540638303,Net 15,2024-01-08,ACTIVE,"625 Rodriguez Basin
North Kevin, TAS, 2028","256/3 Green Follow
Michaelmouth, WA, 2986",marybray@example.org,(07) 8159 8826,Carolyn Jordan,2025-01-04 01:21:22.661718,2025-05-07 19:33:10.840647,2025-09-20 03:03:36.086152
288,Hall Ltd,SME,RETAIL,131332.15162252294,COD,2024-04-20,ACTIVE,"Unit 53 279 Ingram Tarn
South Karen, TAS, 2661","42 Jeanette Grove
Lake Stephanietown, WA, 2647",kenneth96@example.net,0474 433 731,Kelsey Graves,2022-11-01 17:36:26.516380,2025-06-03 08:46:29.431520,2025-09-20 17:11:35.795965
289,Glass Ltd,Individual,AUTO,95561.12120138014,Prepaid,2024-02-23,ACTIVE,"359 Joshua Cross
Howardmouth, SA, 2638","2 Price Green
Brownside, SA, 2646",dgarcia@example.net,(02) 2903 0081,Christopher Krueger,2022-11-22 06:27:27.495765,2024-12-30 09:43:50.362946,2025-09-20 10:03:29.757674
290,"Barrett, White and Jefferson",SME,TECH,10531.845727488837,COD,2025-06-01,ACTIVE,"Suite 510 5 Walker Dale
Michaelmouth, NSW, 2760","669 Kristin Cul-de-sac
Grahamport, SA, 4294",brianorr@example.net,+61.403.911.140,Haley Schmidt,2023-12-14 20:56:51.115425,2025-05-04 12:16:36.811191,2025-09-20 15:35:05.911852
